"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='10mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='11mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='12mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='13mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='14mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
4.343,-2.62458180565331,-2.23310915357763,-1.89499959098241,-2.0312270025391,-2.09762525591581,-2.0637754673054
4.344,-2.63172734386098,-2.2282830399332,-1.90079060110509,-2.03101386239191,-2.10090171552587,-2.06759617163414
4.345,-2.63878301995536,-2.22350096305255,-1.90661324799509,-2.03092045214517,-2.10436870740255,-2.07149608664089
4.346,-2.64573833875177,-2.21877095759986,-1.91246763158551,-2.03095100967553,-2.10802762170597,-2.07547736337797
4.347,-2.65258295160807,-2.21410095601667,-1.9183538494978,-2.0311098181553,-2.11187979312643,-2.07954219079347
4.348,-2.65930667448757,-2.20949877107627,-1.92427199693926,-2.0314012066924,-2.11592650273875,-2.08369279638553
4.349,-2.66589950585736,-2.20497208026821,-1.93022216659759,-2.0318295508878,-2.12016897964157,-2.08793144683493
4.35,-2.67235164438909,-2.20052841197478,-1.9362044485323,-2.03239927330075,-2.12460840238112,-2.09226044861247
4.351,-2.67865350642684,-2.19617513338879,-1.94221893006295,-2.03311484381136,-2.12924590015939,-2.09668214855747
4.352,-2.68479574318478,-2.19191944011117,-1.94826569565418,-2.03398077986909,-2.13408255382666,-2.10119893442339
4.353,-2.69076925763553,-2.18776834735765,-1.9543448267973,-2.03500164661575,-2.13911939665845,-2.10581323538629
4.354,-2.69656522104841,-2.18372868269691,-1.96045640188864,-2.03618205687028,-2.14435741491693,-2.11052752251133
4.355,-2.70217508913527,-2.17980708023696,-1.96660049610419,-2.03752667096223,-2.149797548197,-2.11534430917252
4.356,-2.70759061776089,-2.17600997617225,-1.97277718127082,-2.03904019640014,-2.15544068955705,-2.12026615141998
4.357,-2.71280387817379,-2.1723436056015,-1.97898652573381,-2.04072738735999,-2.16128768543464,-2.12529564828928
4.358,-2.71780727171287,-2.16881400052468,-1.98522859422055,-2.04259304397835,-2.16733933534715,-2.13043544204624
4.359,-2.72259354394527,-2.16542698892731,-1.99150344770044,-2.04464201143408,-2.17359639137747,-2.13568821836064
4.36,-2.72715579819099,-2.16218819486056,-1.9978111432409,-2.04687917880121,-2.18005955744479,-2.1410567064017
4.361,-2.73148750839016,-2.15910303942745,-2.00415173385936,-2.0493094776555,-2.1867294883605,-2.14654367884746
4.362,-2.73558253126982,-2.15617674258716,-2.01052526837096,-2.05193788041532,-2.19360678866909,-2.15215195179972
4.363,-2.73943511776861,-2.15341432569242,-2.01693179123237,-2.05476939839777,-2.20069201127429,-2.15788438459605
4.364,-2.74303992367861,-2.15082061467804,-2.02337134238102,-2.05780907956897,-2.20798565584995,-2.16374387950891
4.365,-2.74639201946621,-2.1484002438222,-2.02984395707005,-2.06106200596734,-2.21548816703586,-2.16973338132222
4.366,-2.74948689923577,-2.14615766000588,-2.03634966569882,-2.06453329077748,-2.2231999324185,-2.1758558767743
4.367,-2.75232048880241,-2.14409712739998,-2.04288849363871,-2.06822807503141,-2.23112128029643,-2.18211439385593
4.368,-2.75488915284326,-2.14222273251385,-2.04946046105433,-2.07215152391305,-2.23925247723049,-2.18851200095116
4.369,-2.75718970109939,-2.14053838954285,-2.05606558271998,-2.07630882264122,-2.24759372537891,-2.195051805808
4.37,-2.75921939360462,-2.13904784595739,-2.06270386783105,-2.08070517190517,-2.25614515961733,-2.20173695432516
4.371,-2.76097594492023,-2.13775468827946,-2.06937531981066,-2.08534578282646,-2.26490684444415,-2.20857062914031
4.372,-2.76245752735926,-2.13666234799735,-2.07607993611105,-2.09023587141992,-2.27387877067169,-2.21555604800424
4.373,-2.7636627731876,-2.13577410757274,-2.08281770800986,-2.09538065252594,-2.28306085190365,-2.22269646192481
4.374,-2.7645907757935,-2.13509310649868,-2.08958862040113,-2.10078533318587,-2.29245292079991,-2.2299951530632
4.375,-2.7652410898213,-2.13462234737032,-2.09639265158087,-2.10645510543164,-2.30205472512971,-2.23745543236433
4.376,-2.76561373026971,-2.13436470193401,-2.10322977302721,-2.11239513846095,-2.31186592361479,-2.24508063690244
4.377,-2.76570917055924,-2.13432291708358,-2.11009994917487,-2.11861057016837,-2.32188608156423,-2.25287412692133
4.378,-2.76552833957781,-2.1344996207759,-2.117003137184,-2.12510649800352,-2.33211466630321,-2.2608392825485
4.379,-2.76507261771821,-2.13489732784056,-2.12393928670326,-2.13188796912736,-2.34255104239882,-2.26897950016087
4.38,-2.76434383192495,-2.13551844566135,-2.13090833962693,-2.13895996983764,-2.35319446668558,-2.27729818837897
4.381,-2.76334424977278,-2.13636527970991,-2.1379102298461,-2.14632741423589,-2.364044083095,-2.28579876366553
4.382,-2.7620765726028,-2.13744003891381,-2.14494488299371,-2.15399513210882,-2.37509891729363,-2.29448464550331
4.383,-2.76054392774634,-2.13874484084402,-2.15201221618348,-2.16196785599809,-2.3863578711348,-2.30335925112626
4.384,-2.75874985987036,-2.14028171670819,-2.15911213774255,-2.17025020743416,-2.39781971692996,-2.31242598977693
4.385,-2.75669832148147,-2.14205261613809,-2.16624454693763,-2.17884668231184,-2.40948309154694,-2.32168825646245
4.386,-2.75439366262937,-2.14405941176142,-2.1734093336949,-2.18776163538712,-2.42134649034259,-2.33114942518038
4.387,-2.75184061985289,-2.14630390354904,-2.18060637831319,-2.1969992638778,-2.43340826093885,-2.34081284158528
4.388,-2.74904430441508,-2.14878782293053,-2.18783555117059,-2.20656359015351,-2.44566659685233,-2.3506818150659
4.389,-2.74601018987556,-2.1515128366717,-2.19509671242433,-2.21645844350433,-2.45811953098838,-2.36075961020284
4.39,-2.74274409905105,-2.15448055050886,-2.20238971170388,-2.22668744098145,-2.47076492901216,-2.37104943757578
4.391,-2.73925219041614,-2.1576925125354,-2.20971438779718,-2.23725396730779,-2.48360048261038,-2.38155444388946
4.392,-2.73554094399799,-2.1611502163371,-2.21707056832987,-2.24816115386233,-2.49662370265916,-2.39227770138762
4.393,-2.73161714681975,-2.16485510387292,-2.22445806943765,-2.2594118567474,-2.50983191231427,-2.40322219652434
4.394,-2.72748787794815,-2.16880856809891,-2.2318766954313,-2.27100863395461,-2.52322224004213,-2.41439081786241
4.395,-2.72316049320067,-2.17301195533313,-2.23932623845493,-2.28295372165363,-2.53679161261202,-2.42578634317032
4.396,-2.71864260956858,-2.17746656735964,-2.24680647813679,-2.29524900963392,-2.55053674807012,-2.43741142568885
4.397,-2.71394208941085,-2.18217366327017,-2.25431718123294,-2.3078960159405,-2.56445414871976,-2.44926857954159
4.398,-2.70906702447407,-2.18713446104215,-2.26185810126365,-2.32089586075247,-2.57854009413269,-2.46136016426462
4.399,-2.70402571979229,-2.19235013885181,-2.2694289781426,-2.33424923956436,-2.59279063421872,-2.47368836843328
4.4,-2.69882667751946,-2.19782183612138,-2.27702953779863,-2.34795639574046,-2.60720158238298,-2.48625519236719
4.401,-2.6934785807459,-2.2035506542991,-2.28465949179033,-2.36201709252456,-2.62176850880192,-2.49906242989811
4.402,-2.68799027734839,-2.20953765737113,-2.29231853691319,-2.37643058459909,-2.63648673385144,-2.51211164918923
4.403,-2.68237076392169,-2.21578387210398,-2.30000635479954,-2.39119558930107,-2.65135132172233,-2.52540417259968
4.404,-2.67662916983691,-2.22229028801638,-2.30772261151114,-2.40631025761545,-2.66635707426059,-2.53894105559362
4.405,-2.6707747414704,-2.2290578570791,-2.31546695712456,-2.42177214508035,-2.68149852507194,-2.55272306469946
4.406,-2.66481682664372,-2.23608749314125,-2.32323902530935,-2.43757818275315,-2.69676993393215,-2.56675065453252
4.407,-2.65876485931335,-2.24338007108141,-2.33103843289903,-2.45372464840075,-2.71216528154645,-2.58102394390179
4.408,-2.65262834454548,-2.25093642568183,-2.3388647794551,-2.47020713809253,-2.72767826470397,-2.59554269103184
4.409,-2.64641684380916,-2.25875735022351,-2.34671764682397,-2.48702053838862,-2.74330229187366,-2.61030626793973
4.41,-2.64013996061775,-2.26684359480024,-2.354596598687,-2.50415899933109,-2.75903047929116,-2.6253136340187
4.411,-2.63380732654569,-2.27519586434929,-2.36250118010402,-2.52161590846038,-2.77485564758752,-2.64056330889291
4.412,-2.62742858764551,-2.28381481639596,-2.37043091704991,-2.53938386609128,-2.79077031901068,-2.65605334461954
4.413,-2.6210133912861,-2.29270105850981,-2.37838531594498,-2.55745466209774,-2.80676671529392,-2.67178129733062
4.414,-2.61457137343117,-2.30185514546949,-2.38636386317905,-2.57581925446567,-2.82283675622492,-2.68774419842097
4.415,-2.60811214637368,-2.31127757613351,-2.3943660246294,-2.59446774988415,-2.83897205897039,-2.70393852540583
4.416,-2.60164528693938,-2.32096879001388,-2.40239124517298,-2.61338938665419,-2.85516393821179,-2.72036017258944
4.417,-2.59518032516978,-2.33092916354982,-2.41043894819304,-2.63257252020044,-2.87140340714724,-2.73700442170301
4.418,-2.58872673349244,-2.34115900607834,-2.41850853508046,-2.6520046114761,-2.88768117941524,-2.75386591269151
4.419,-2.58229391638382,-2.35165855549886,-2.42659938473017,-2.67167221855329,-2.90398767199423,-2.7709386148469
4.42,-2.57589120052759,-2.36242797362892,-2.43471085303278,-2.69156099168951,-2.92031300913183,-2.78821579850649
4.421,-2.56952782546885,-2.37346734124832,-2.44284227236224,-2.71165567215775,-2.93664702735557,-2.80569000755613
4.422,-2.56321293476284,-2.38477665282879,-2.4509929510593,-2.73194009511847,-2.95297928161463,-2.8233530329977
4.423,-2.55695556761423,-2.39635581094718,-2.4591621729118,-2.7523971968019,-2.96929905260028,-2.8411958878613
4.424,-2.55076465100152,-2.40820462038008,-2.4673491966319,-2.77300902625278,-2.98559535528912,-2.8592087837631
4.425,-2.54464899227908,-2.42032278187787,-2.47555325533093,-2.79375676186974,-3.00185694874908,-2.87738110942739
4.426,-2.53861727224787,-2.43270988561731,-2.4837735559922,-2.81462073294774,-3.01807234724474,-2.89570141150962
4.427,-2.53267803868387,-2.44536540433219,-2.49200927894277,-2.83558044640462,-3.03422983267349,-2.91415737807428
4.428,-2.52683970031276,-2.45828868612132,-2.50025957732426,-2.85661461883745,-3.05031746835709,-2.93273582509216
4.429,-2.52111052121709,-2.47147894693546,-2.50852357656391,-2.87770121401943,-3.06632311420941,-2.95142268633558
4.43,-2.51549861566186,-2.48493526274405,-2.51680037384616,-2.89881748590507,-3.08223444329219,-2.97020300705447
4.431,-2.51001194332298,-2.49865656138469,-2.52508903758589,-2.91994002716604,-3.09803895976448,-2.9890609418221
4.432,-2.50465830490245,-2.51264161409878,-2.53338860690391,-2.94104482323083,-3.11372401822308,-3.00797975693626
4.433,-2.49944533811319,-2.5268890267582,-2.54169809110564,-2.96210731174821,-3.12927684442261,-3.02694183775662
4.434,-2.49438051401604,-2.54139723078914,-2.55001646916392,-2.98310244733917,-3.14468455735504,-3.04592870134667
4.435,-2.48947113369069,-2.55616447380078,-2.55834268920696,-3.00400477144449,-3.1599341926587,-3.06492101477067
4.436,-2.48472432522207,-2.57118880992788,-2.56667566801236,-3.02478848701506,-3.17501272731704,-3.08389861937099
4.437,-2.48014704098357,-2.58646808989876,-2.57501429050851,-3.04542753773323,-3.18990710559699,-3.10284056132011
4.438,-2.47574605519791,-2.60199995084093,-2.58335740928426,-3.06589569139266,-3.20460426616599,-3.1217251287017
4.439,-2.47152796175674,-2.61778180584012,-2.59170384410833,-3.08616662700631,-3.21909117031638,-3.14052989532862
4.44,-2.46749917228,-2.63381083326984,-2.60005238145966,-3.10621402515568,-3.23335483121485,-3.1592317714515
4.441,-2.46366591439592,-2.65008396591094,-2.60840177407003,-3.12601166104009,-3.24738234408341,-3.17780706144951
4.442,-2.46003423022317,-2.66659787988396,-2.61675074048037,-3.14553349963672,-3.26116091720815,-3.19623152852504
4.443,-2.45660997503635,-2.68334898341965,-2.62509796461248,-3.16475379233819,-3.27467790366183,-3.21448046635006
4.444,-2.45339881609701,-2.70033340549506,-2.6334420953574,-3.18364717439444,-3.2879208336151,-3.23252877752601
4.445,-2.45040623163213,-2.71754698436739,-2.64178174618226,-3.20218876245791,-3.30087744710321,-3.25035105863625
4.446,-2.44763750994295,-2.73498525603985,-2.65011549475748,-3.22035425150527,-3.31353572710487,-3.26792169157474
4.447,-2.44509774862742,-2.7526434426976,-2.65844188260583,-3.23812001039598,-3.32588393278256,-3.28521494074176
4.448,-2.44279185389985,-2.77051644115591,-2.66675941477543,-3.25546317532183,-3.33791063272613,-3.30220505560222
4.449,-2.44072453999251,-2.78859881136579,-2.67506655953861,-3.27236174040615,-3.34960473803525,-3.31886637800499
4.45,-2.43890032862409,-2.80688476502694,-2.68336174811872,-3.28879464472473,-3.36095553507151,-3.33517345357014
4.451,-2.43732354852105,-2.82536815436143,-2.69164337444686,-3.30474185504483,-3.37195271770708,-3.3511011463606
4.452,-2.43599833497838,-2.84404246110596,-2.69990979495094,-3.32018444361078,-3.38258641889433,-3.3666247559725
4.453,-2.43492862944735,-2.86290078578503,-2.70815932837935,-3.33510466034878,-3.39284724138025,-3.38172013610347
4.454,-2.43411817913852,-2.88193583733063,-2.71639025566133,-3.34948599891282,-3.40272628738943,-3.39636381359334
4.455,-2.4335705366293,-2.90113992311991,-2.72460081980687,-3.36331325605477,-3.41221518710233,-3.41053310688013
4.456,-2.43328905946609,-2.92050493950545,-2.73278922584851,-3.3765725838668,-3.42130612575864,-3.42420624277496
4.457,-2.43327690975228,-2.94002236291725,-2.74095364082769,-3.38925153451741,-3.42999186922103,-3.43736247043677
4.458,-2.43353705371412,-2.95968324161987,-2.74909219382807,-3.40133909717883,-3.43826578784182,-3.4499821714213
4.459,-2.43407226123774,-2.97947818821247,-2.7572029760593,-3.41282572692598,-3.44612187848337,-3.46204696469072
4.46,-2.43488510537134,-2.99939737296243,-2.76528404099323,-3.42370336546842,-3.453554784553,-3.47353980549802
4.461,-2.43597796178808,-3.01943051806767,-2.77333340455613,-3.43396545366241,-3.46055981392486,-3.48444507710963
4.462,-2.43735300820595,-3.03956689294542,-2.78134904537963,-3.44360693583279,-3.46713295463383,-3.49474867439385
4.463,-2.43901222376221,-3.05979531064832,-2.78932890511339,-3.45262425601643,-3.47327088824077,-3.50443807838625
4.464,-2.44095738834111,-3.08010412551102,-2.79727088880291,-3.46101534631761,-3.47897100078311,-3.51350242103944
4.465,-2.44319008185495,-3.10048123213206,-2.80517286533527,-3.46877960763956,-3.48423139124141,-3.52193253948122
4.466,-2.44571168347944,-3.12091406579731,-2.81303266795636,-3.47591788312571,-3.4890508774685,-3.52972101922376
4.467,-2.4485233708458,-3.14138960445139,-2.82084809486267,-3.48243242470615,-3.49342899954597,-3.53686222590762
4.468,-2.45162611919332,-3.16189437232332,-2.82861690987107,-3.4883268532003,-3.49736602054963,-3.54335232529985
4.469,-2.45502070048718,-3.18241444531167,-2.83633684316983,-3.49360611247472,-3.50086292472426,-3.549189291416
4.47,-2.45870768250774,-3.20293545823157,-2.84400559215442,-3.49827641819373,-3.50392141308507,-3.55437290277962
4.471,-2.46268742791877,-3.22344261402328,-2.85162082235106,-3.50234520173201,-3.50654389648131,-3.55890472698112
4.472,-2.46696009332356,-3.24392069501827,-2.85918016843207,-3.50582104984094,-3.50873348617476,-3.56278809383757
4.473,-2.47152562831884,-3.26435407635102,-2.86668123532576,-3.50871364067401,-3.51049398200195,-3.56602805758913
4.474,-2.47638377455801,-3.28472674160071,-2.87412159942457,-3.51103367678295,-3.51182985820517,-3.56863134869321
4.475,-2.48153406483647,-3.30502230073648,-2.88149880989473,-3.51279281569439,-3.51274624703196,-3.5706063158889
4.476,-2.48697582221308,-3.32522401043166,-2.88881039009066,-3.5140035986675,-3.51324892021649,-3.57196285930376
4.477,-2.49270815918297,-3.34531479680096,-2.89605383907743,-3.51467937821731,-3.51334426846885,-3.57271235545849
4.478,-2.49872997691858,-3.36527728060203,-2.90322663326438,-3.51483424496662,-3.51303927910919,-3.57286757509189
4.479,-2.50503996459647,-3.38509380492928,-2.91032622815303,-3.51448295436233,-3.51234151199352,-3.57244259477989
4.48,-2.51163659882922,-3.40474646541246,-2.91735006020215,-3.51364085376047,-3.51125907388613,-3.57145270335613
4.481,-2.51851814322252,-3.42421714291551,-2.92429554881299,-3.51232381034883,-3.50980059144009,-3.56991430415734
4.482,-2.52568264807888,-3.44348753871366,-2.9311600984372,-3.5105481403383,-3.50797518295252,-3.56784481411832
4.483,-2.53312795027037,-3.46253921210749,-2.93794110081012,-3.50833053981352,-3.50579242906463,-3.56526256072548
4.484,-2.54085167330368,-3.48135362041179,-2.94463593731175,-3.505688017592,-3.50326234257848,-3.5621866778116
4.485,-2.54885122760202,-3.49991216123684,-2.95124198145762,-3.50263783039871,-3.50039533756281,-3.55863700112961
4.486,-2.55712381102876,-3.51819621695637,-2.95775660152138,-3.49919742062086,-3.49720219791908,-3.55463396459338
4.487,-2.5656664096787,-3.53618720123478,-2.96417716329093,-3.49538435686593,-3.49369404557665,-3.55019849801156
4.488,-2.57447579896359,-3.55386660746322,-2.97050103295955,-3.49121627750545,-3.48988230848159,-3.5453519270708
4.489,-2.58354854501831,-3.57121605892965,-2.97672558015303,-3.48671083734823,-3.48577868853958,-3.54011587624968
4.49,-2.59288100645541,-3.58821736052701,-2.98284818109368,-3.4818856575491,-3.48139512966619,-3.53451217526813
4.491,-2.60246933649502,-3.60485255177937,-2.98886622190187,-3.47675827882514,-3.4767437860916,-3.52856276959387
4.492,-2.61230948549747,-3.62110396094523,-2.99477710203496,-3.47134611801797,-3.47183699105833,-3.52228963544816
4.493,-2.62239720392609,-3.63695425993615,-3.00057823786359,-3.46566642801181,-3.46668722604213,-3.51571469967127
4.494,-2.63272804576646,-3.65238651976957,-3.00626706638453,-3.45973626098902,-3.46130709061694,-3.50885976473101
4.495,-2.64329737242866,-3.66738426625737,-3.01184104906897,-3.45357243498132,-3.45570927307493,-3.50174643908147
4.496,-2.65410035715769,-3.68193153561673,-3.01729767584489,-3.44719150365256,-3.44990652190268,-3.49439607300897
4.497,-2.66513198997639,-3.69601292967597,-3.02263446921113,-3.44060972923087,-3.44391161820423,-3.48682970003475
4.498,-2.6763870831839,-3.70961367033911,-3.02784898848089,-3.43384305849128,-3.43773734915139,-3.4790679838854
4.499,-2.68786027743114,-3.72271965296465,-3.03293883415148,-3.42690710167678,-3.43139648253099,-3.47113117098433
4.5,-2.69954604839292,-3.73531749831072,-3.03790165239664,-3.41981711423456,-3.42490174244907,-3.46303904837102
4.501,-2.71143871405469,-3.74739460269813,-3.04273513967733,-3.41258798123512,-3.41826578624096,-3.45481090691018
4.502,-2.72353244262871,-3.75893918604567,-3.04743704746614,-3.40523420433577,-3.41150118262751,-3.44646550961705
4.503,-2.73582126111293,-3.76994033743922,-3.05200518707987,-3.39776989114496,-3.40462039114713,-3.43802106489424
4.504,-2.74829906450252,-3.78038805790693,-3.05643743461468,-3.3902087468408,-3.39763574288491,-3.42949520444882
4.505,-2.76095962566044,-3.79027330008617,-3.06073173597643,-3.38256406789647,-3.3905594225114,-3.42090496564136
4.506,-2.77379660585135,-3.79958800448736,-3.06488611199975,-3.37484873776468,-3.38340345163513,-3.41226677800065
4.507,-2.78680356593817,-3.80832513208023,-3.06889866364741,-3.36707522437477,-3.37617967346589,-3.40359645362991
4.508,-2.799973978238,-3.81647869295374,-3.07276757728162,-3.35925557929916,-3.36889973877844,-3.39490918122283
4.509,-2.81330123902933,-3.82404377082865,-3.07649112999797,-3.35140143844825,-3.36157509315993,-3.38621952340711
4.51,-2.8267786816987,-3.83101654323273,-3.08006769501234,-3.34352402415784,-3.35421696551874,-3.37754141713233
4.511,-2.84039959051048,-3.83739429718193,-3.08349574708989,-3.33563414853766,-3.34683635782688,-3.36888817682441
4.512,-2.85415721497909,-3.84317544024615,-3.08677386800549,-3.32774221795492,-3.33944403606363,-3.36027250003497
4.513,-2.8680447848183,-3.84835950691514,-3.08990075202335,-3.3198582385324,-3.33205052232399,-3.35170647532188
4.514,-2.88205552543755,-3.85294716021805,-3.09287521138385,-3.31199182254718,-3.32466608805208,-3.34320159210812
4.515,-2.89618267395104,-3.85694018858894,-3.09569618178433,-3.30415219562148,-3.31730074835643,-3.33476875227715
4.516,-2.9104194956599,-3.86034149800885,-3.09836272784061,-3.29634820460429,-3.309964257362,-3.32641828327594
4.517,-2.92475930096409,-3.86315509949361,-3.10087404851494,-3.28858832604809,-3.30266610455151,-3.31815995250931
4.518,-2.93919546265535,-3.86538609203357,-3.10322948249596,-3.28088067519197,-3.29541551204733,-3.31000298282385
4.519,-2.95372143353856,-3.86704064112755,-3.10542851351577,-3.27323301536829,-3.28822143278428,-3.30195606889319
4.52,-2.96833076432535,-3.86812595308687,-3.10747077558853,-3.26565276775625,-3.28109254952238,-3.2940273943303
4.521,-2.98301712173822,-3.86865024531735,-3.10935605815494,-3.25814702141196,-3.27403727464943,-3.2862246493668
4.522,-2.99777430676184,-3.86862271281578,-3.11108431111646,-3.2507225435101,-3.26706375072225,-3.27855504895276
4.523,-3.01259627297337,-3.86805349114348,-3.11265564974297,-3.243385789738,-3.2601798516964,-3.27102535114332
4.524,-3.02747714488157,-3.86695361616209,-3.11407035943733,-3.23614291478814,-3.25339318479471,-3.26364187565224
4.525,-3.04241123620174,-3.86533498083597,-3.11532890034013,-3.22899978290043,-3.24671109296574,-3.25641052246348
4.526,-3.05739306799144,-3.863210289421,-3.11643191175795,-3.22196197841013,-3.24014065788455,-3.24933679040506
4.527,-3.07241738657062,-3.86059300937136,-3.1173802163984,-3.21503481626185,-3.23368870344914,-3.24242579559879
4.528,-3.08747918114877,-3.85749732130392,-3.11817482439525,-3.20822335245468,-3.22736179972781,-3.23568228971129
4.529,-3.10257370108118,-3.85393806736433,-3.11881693710722,-3.20153239438695,-3.22116626731376,-3.22911067794053
4.53,-3.11769647267654,-3.84993069833928,-3.11930795067417,-3.19496651107329,-3.21510818204531,-3.22271503668147
4.531,-3.13284331547931,-3.84549121985704,-3.11964945931482,-3.18853004320994,-3.2091933800516,-3.21649913082227
4.532,-3.14801035795082,-3.84063613801208,-3.11984325835028,-3.18222711306755,-3.20342746308578,-3.21046643063124
4.533,-3.1631940524761,-3.83538240474064,-3.11989134693875,-3.17606163419339,-3.19781580410906,-3.20462012819977
4.534,-3.17839118962503,-3.82974736326221,-3.11979593050642,-3.17003732090824,-3.19236355309147,-3.19896315341527
4.535,-3.19359891159991,-3.82374869388775,-3.11955942286132,-3.16415769758508,-3.18707564299675,-3.19349818944184
4.536,-3.20881472480621,-3.81740436047858,-3.11918444797654,-3.15842610769915,-3.18195679592052,-3.18822768769281
4.537,-3.22403651148544,-3.81073255782206,-3.11867384143101,-3.15284572264149,-3.17701152935334,-3.18315388228375
4.538,-3.23926254035629,-3.80375166016996,-3.11803065149621,-3.1474195502893,-3.17224416254159,-3.178278803958
4.539,-3.25449147621362,-3.79648017116444,-3.11725813985859,-3.14215044332852,-3.16765882292117,-3.17360429348192
4.54,-3.2697223884415,-3.78893667535497,-3.11635978196837,-3.13704110732568,-3.16325945260089,-3.16913201450882
4.541,-3.2849547584024,-3.78113979148663,-3.11533926700653,-3.13209410854701,-3.15904981487388,-3.16486346591431
4.542,-3.30018848567066,-3.77310812771792,-3.11420049746298,-3.12731188152454,-3.1550335007374,-3.16079999360803
4.543,-3.31542389308552,-3.76486023890349,-3.11294758832017,-3.12269673636962,-3.15121393540273,-3.15694280182892
4.544,-3.33066173060538,-3.75641458605472,-3.1115848658378,-3.11825086583547,-3.14759438477858,-3.15329296393285
4.545,-3.34590317795201,-3.74778949806937,-3.11011686593534,-3.1139763521312,-3.14417796191296,-3.14985143268338
4.546,-3.36114984604076,-3.73900313580024,-3.10854833217084,-3.1098751734903,-3.14096763337964,-3.14661905005718
4.547,-3.37640377719899,-3.73007345851288,-3.10688421331575,-3.10594921049751,-3.13796622559707,-3.14359655657713
4.548,-3.39166744418278,-3.7210181927629,-3.10512966052684,-3.10220025217831,-3.13517643106868,-3.14078460018702
4.549,-3.40694374800812,-3.71185480370528,-3.10329002411802,-3.0986300018559,-3.13260081453454,-3.13818374468172
4.55,-3.42223601461938,-3.70260046883198,-3.10137084993616,-3.09524008278077,-3.13024181902605,-3.13579447770836
4.551,-3.4375479904241,-3.69327205411814,-3.09937787534659,-3.09203204353854,-3.12810177181575,-3.13361721835321
4.552,-3.45288383672964,-3.68388609254302,-3.09731702483533,-3.0890073632415,-3.1261828902559,-3.13165232433011
4.553,-3.46824812312149,-3.67445876493992,-3.0951944052369,-3.0861674565103,-3.12448728750005,-3.12990009878583
4.554,-3.48364581982955,-3.6650058831173,-3.09301630059749,-3.08351367825161,-3.12301697810294,-3.12836079673802
4.555,-3.49908228913238,-3.65554287518384,-3.0907891666852,-3.08104732823802,-3.12177388349482,-3.12703463116119
4.556,-3.51456327585378,-3.64608477300175,-3.08851962515999,-3.07876965549673,-3.12075983732688,-3.12592177873618
4.557,-3.53009489700987,-3.63664620168522,-3.0862144574179,-3.07668186251316,-3.11997659068556,-3.12502238527809
4.558,-3.54568363066756,-3.6272413710551,-3.08388059812456,-3.07478510925595,-3.11942581717367,-3.12433657085772
4.559,-3.5613363040778,-3.61788406895641,-3.08152512845499,-3.0730805170298,-3.1191091178573,-3.12386443463092
4.56,-3.57706008114911,-3.60858765634119,-3.07915526905746,-3.07156917216227,-3.11902802607769,-3.12360605939007
4.561,-3.59286244932784,-3.59936506401725,-3.07677837276019,-3.07025212953095,-3.11918401212798,-3.12356151585161
4.562,-3.60875120595264,-3.59022879096117,-3.07440191704082,-3.06913041593716,-3.11957848779508,-3.12373086669288
4.563,-3.62473444415042,-3.58119090409397,-3.07203349627954,-3.06820503333204,-3.12021281076722,-3.12411417035134
4.564,-3.64082053834115,-3.57226303941723,-3.0696808138171,-3.06747696190134,-3.1210882889084,-3.1247114845987
4.565,-3.65701812941744,-3.56345640440873,-3.06735167384034,-3.06694716301439,-3.12220618440095,-3.12552286990207
4.566,-3.6733361096639,-3.55478178157811,-3.06505397311779,-3.0666165820432,-3.12356771775799,-3.12654839258374
4.567,-3.68978360747864,-3.54624953308515,-3.06279569260882,-3.06648615105709,-3.12517407170752,-3.12778812779088
4.568,-3.70636997195839,-3.5378696063251,-3.06058488896995,-3.06655679139839,-3.12702639495051,-3.12924216228583
4.569,-3.72310475740403,-3.52965154038981,-3.05842968598244,-3.0668294161444,-3.12912580579517,-3.13091059706728
4.57,-3.73999770780211,-3.52160447331515,-3.05633826592511,-3.06730493246071,-3.13147339567,-3.13279354983231
4.571,-3.75705874133336,-3.51373715002987,-3.05431886091671,-3.06798424385098,-3.13407023251821,-3.1348911572886
4.572,-3.77429793495597,-3.50605793092422,-3.05237974425197,-3.06886825230769,-3.13691736407644,-3.13720357732591
4.573,-3.7917255091077,-3.49857480096089,-3.05052922175518,-3.06995786036894,-3.14001582104054,-3.13973099105525
4.574,-3.80935181256622,-3.49129537925466,-3.04877562317508,-3.07125397308527,-3.14336662012141,-3.14247360472428
4.575,-3.82718730750347,-3.48422692905154,-3.04712729364435,-3.07275749990133,-3.14697076699402,-3.14543165151632
4.576,-3.845242554765,-3.47737636804198,-3.0455925852265,-3.07446935645624,-3.15082925914271,-3.14860539324065
4.577,-3.86352819940105,-3.47075027894722,-3.04417984857244,-3.07639046630675,-3.15494308860576,-3.15199512192103
4.578,-3.88205495647174,-3.46435492032175,-3.0428974247083,-3.07852176257723,-3.15931324462261,-3.15560116128933
4.579,-3.90083359714368,-3.45819623751896,-3.04175363697546,-3.08086418953997,-3.16394071618666,-3.15942386819026
