"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='16mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='17mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='18mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='19mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='20mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='21mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='22mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='23mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='24mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
4.796,-3.39389176858181,-3.250178921206,-3.56785873209542,-4.25934631156473,-4.44486460657741,-4.14575405696,-4.6797229804046,-7.0554671753042,-9.37131145163177,-14.1644733084291
4.797,-3.36950078710883,-3.22203857343281,-3.5344533301425,-4.219594271693,-4.4277120615656,-4.11407744517638,-4.64106914474699,-7.00050742793129,-9.33741691334687,-14.2150524316301
4.798,-3.34523260469616,-3.19425130702144,-3.50146377263906,-4.18015213854861,-4.41011703241364,-4.082647111886,-4.60283846634125,-6.94545298883843,-9.30204179965119,-14.2598131922908
4.799,-3.32109260177561,-3.166813544067,-3.46888773611661,-4.14102657621879,-4.39206831241072,-4.05146536774476,-4.56503445557184,-6.89033749128814,-9.26521651085456,-14.2985691717366
4.8,-3.2970861532174,-3.13972167471567,-3.43672271324355,-4.10222379893687,-4.37355765772385,-4.02053428858532,-4.52766006411747,-6.83519312490959,-9.22697367681877,-14.3311584823715
4.801,-3.27321860869485,-3.11297206253529,-3.40496602494069,-4.06374958057637,-4.35457971871174,-3.9898557254208,-4.49071770430082,-6.7800506552124,-9.18734803538916,-14.3574461010562
4.802,-3.2494952737068,-3.08656104955139,-3.37361483218594,-4.02560926448238,-4.33513194647797,-3.95943131415552,-4.45420926806297,-6.72493944634499,-9.14637630254334,-14.3773258669294
4.803,-3.22592139139286,-3.06048496096795,-3.34266614748921,-3.9878077736124,-4.3152144775234,-3.92926248500564,-4.41813614557139,-6.66988748669213,-9.10409703537087,-14.3907220826515
4.804,-3.20250212525458,-3.0347401095875,-3.31211684601774,-3.95034962095307,-4.29482999951391,-3.89935047162994,-4.38249924346694,-6.61492141692383,-9.06055048902724,-14.3975906686619
4.805,-3.17924254287886,-3.00932279994682,-3.28196367635862,-3.91323892018279,-4.27398360126297,-3.86969631997434,-4.34729900276094,-6.56006656013831,-9.01577846882919,-14.3979198332749
4.806,-3.15614760074116,-2.98422933218322,-3.25220327090654,-3.87647939654878,-4.2526826100345,-3.84030089683304,-4.31253541639258,-6.50534695376531,-8.96982417865996,-14.3917302367578
4.807,-3.13322213014828,-2.95945600564496,-3.22283215586822,-3.84007439792734,-4.23093641921347,-3.81116489812974,-4.2782080464591,-6.45078538292091,-8.92273206684256,-14.3790746440144
4.808,-3.11047082436497,-2.93499912226025,-3.1938467608781,-3.80402690603681,-4.20875630927508,-3.78228885692369,-4.24431604113164,-6.39640341493102,-8.87454767061511,-14.3600370773248
4.809,-3.08789822695239,-2.91085498967699,-3.16524342822177,-3.76833954777279,-4.18615526481769,-3.75367315114426,-4.21085815127034,-6.34222143476294,-8.82531746030357,-14.3347314967421
4.81,-3.06550872133243,-2.88701992418594,-3.13701842166551,-3.73301460663674,-4.16314779022112,-3.72531801105981,-4.17783274675173,-6.28825868112809,-8.77508868423886,-14.3033000503963
4.811,-3.04330652157929,-2.86349025343908,-3.10916793489366,-3.69805403422878,-4.1397497262585,-3.69722352648524,-4.1452378325235,-6.23453328304156,-8.72390921540689,-14.2659109493063
4.812,-3.02129566442711,-2.84026231897385,-3.08168809955553,-3.66345946177631,-4.11597806973602,-3.66938965373383,-4.11307106439885,-6.18106229664317,-8.67182740075186,-14.2227560308012
4.813,-2.99948000247299,-2.81733247855458,-3.0545749929269,-3.62923221167335,-4.09185079797139,-3.64181622231953,-4.08132976460491,-6.12786174210704,-8.61889191398104,-14.1740480809351
4.814,-2.97786319854492,-2.79469710834078,-3.02782464519138,-3.59537330900274,-4.06738669965264,-3.61450294141464,-4.0500109370978,-6.07494664048324,-8.56515161263923,-14.1200179892571
4.815,-2.95644872119601,-2.77235260489187,-3.00143304634843,-3.56188349301751,-4.0426052133543,-3.58744940606892,-4.01911128265594,-6.02233105033295,-8.51065540013799,-14.0609118090522
4.816,-2.93523984128061,-2.75029538701766,-2.97539615275615,-3.52876322855885,-4.01752627473259,-3.56065510319657,-3.98862721376381,-5.97002810403562,-8.45545209334255,-13.9969877930338
4.817,-2.91423962956182,-2.72852189748359,-2.94970989331817,-3.49601271738723,-3.99217017317882,-3.53411941733717,-3.95855486929667,-5.91805004366188,-8.39959029623284,-13.9285134688868
4.818,-2.89345095529458,-2.70702860457787,-2.92437017532264,-3.46363190940582,-3.96655741848366,-3.50784163619527,-3.92889012901413,-5.86640825631633,-8.3431182800679,-13.8557628115881
4.819,-2.87287648572749,-2.68581200354982,-2.8993728899456,-3.43162051375853,-3.94070861786269,-3.4818209559669,-3.89962862787318,-5.8151133088739,-8.28608387040672,-13.7790135606726
4.82,-2.85251868646154,-2.66486861792563,-2.87471391742773,-3.39997800978176,-3.9146443635061,-3.45605648645735,-3.87076577016606,-5.76417498203853,-8.22853434125154,-13.6985447211538
4.821,-2.8323798226041,-2.64419500070941,-2.85038913193644,-3.36870365779602,-3.88838513065619,-3.43054725599709,-3.84229674348922,-5.71360230366797,-8.17051631650794,-13.6146342771739
4.822,-2.81246196065475,-2.62378773547573,-2.82639440612412,-3.33779650971937,-3.86195118607488,-3.40529221616169,-3.8142165325481,-5.6634035813164,-8.11207567888182,-13.5275571381507
4.823,-2.79276697106029,-2.60364343736023,-2.80272561539436,-3.3072554194906,-3.83536250664663,-3.38029024630179,-3.78651993280065,-5.61358643395631,-8.05325748626727,-13.4375833285219
4.824,-2.77329653137605,-2.58375875395431,-2.77937864188743,-3.27707905328808,-3.8086387077642,-3.35554015788892,-3.75920156394106,-5.56415782284863,-7.99410589561651,-13.3449764244889
4.825,-2.7540521299725,-2.56413036610966,-2.75634937819703,-3.24726589953397,-3.78179898106808,-3.33104069868313,-3.73225588322462,-5.51512408153803,-7.93466409422843,-13.2499922345357
4.826,-2.73503507022678,-2.54475498865775,-2.73363373082914,-3.21781427867254,-3.75486204104906,-3.30679055672816,-3.705677198632,-5.46649094495533,-7.87497423833892,-13.1528777150821
4.827,-2.71624647514208,-2.52562937104994,-2.71122762341537,-3.18872235271469,-3.72784607998248,-3.28278836417973,-3.67945968187125,-5.4182635776174,-7.81507739885522,-13.0538701083715
4.828,-2.69768729233827,-2.50675029792242,-2.68912699969109,-3.15998813454026,-3.70076873063086,-3.25903270097268,-3.65359738121274,-5.37044660091639,-7.75501351403309,-12.9531962865874
4.829,-2.67935829936187,-2.4881145895913,-2.66732782625042,-3.13160949695204,-3.67364703613844,-3.2355220983323,-3.62808423415359,-5.32304411949924,-7.69482134886707,-12.8510722840952
4.83,-2.66126010926404,-2.46971910248165,-2.64582609508832,-3.1035841814763,-3.64649742653317,-3.21225504213535,-3.60291407990384,-5.27605974673784,-7.63453846093117,-12.7477029985198
4.831,-2.64339317639973,-2.45156072949476,-2.62461782594043,-3.07590980690419,-3.61933570125723,-3.18922997612542,-3.57808067168779,-5.22949662929693,-7.57420117238768,-12.6432820409532
4.832,-2.62575780240321,-2.4336364003176,-2.60369906843137,-3.04858387757239,-3.59217701715799,-3.16644530498881,-3.55357768885188,-5.18335747080852,-7.51384454786273,-12.5379917157791
4.833,-2.60835414229901,-2.41594308167848,-2.58306590404151,-3.02160379138014,-3.56503588138995,-3.14389939729509,-3.52939874877015,-5.13764455466556,-7.45350237787462,-12.4320031112948
4.834,-2.5911822107088,-2.39847777755145,-2.56271444790121,-2.99496684753942,-3.53792614869831,-3.12159058830697,-3.50553741853573,-5.09235976594633,-7.39320716748751,-12.3254762833439
4.835,-2.57424188812022,-2.38123752931399,-2.54264085042321,-2.96867025406109,-3.51086102258491,-3.09951718266535,-3.48198722642906,-5.0475046124889,-7.33299012986473,-12.2185605154889
4.836,-2.55753292718389,-2.36421941586018,-2.52284129878102,-2.94271113497356,-3.48385305988178,-3.07767745695307,-3.45874167314972,-5.00308024513021,-7.27288118438581,-12.1113946406763
4.837,-2.54105495900993,-2.3474205536727,-2.50331201824294,-2.91708653727749,-3.45691417829152,-3.05606966214226,-3.43579424280024,-4.95908747713045,-7.21290895899775,-12.0041074108938
4.838,-2.52480749943673,-2.33083809685641,-2.48404927336939,-2.89179343763648,-3.43005566648266,-3.03469202592976,-3.41313841360916,-4.91552680280167,-7.15310079647122,-11.8968179028415
4.839,-2.50878995524819,-2.3144692371361,-2.46504936908225,-2.86682874880718,-3.40328819636177,-3.0135427549646,-3.39076766838043,-4.87239841536203,-7.0934827642401,-11.7896359491573
4.84,-2.49300163031793,-2.29831120382092,-2.44630865161344,-2.84218932581069,-3.37662183717387,-2.99262003697179,-3.36867550465583,-4.82970222403674,-7.03407966750897,-11.6826625861575
4.841,-2.47744173166132,-2.2823612637379,-2.42782350934033,-2.81787197184878,-3.35006607111482,-2.9719220427764,-3.34685544457763,-4.78743787042773,-6.97491506532332,-11.5759905104042
4.842,-2.46210937537876,-2.26661672113668,-2.40959037351502,-2.79387344396911,-3.32362981016836,-2.95144692823161,-3.32530104443829,-4.74560474417442,-6.91601128930761,-11.4697045376425
4.843,-2.44700359247581,-2.25107491756766,-2.39160571889415,-2.77019045848337,-3.29732141390915,-2.93119283605492,-3.30400590390432,-4.70420199792772,-6.85738946478845,-11.3638820587608
4.844,-2.43212333454734,-2.23573323173545,-2.37386606427563,-2.74681969614239,-3.27114870804025,-2.9111578975753,-3.28296367490217,-4.66322856165982,-6.79906953403161,-11.2585934884324
4.845,-2.41746747931553,-2.22058907932942,-2.35636797294824,-2.72375780707423,-3.24511900345877,-2.89134023439575,-3.26216807015375,-4.62268315633203,-6.74107028133638,-11.1539027029666
4.846,-2.40303483601291,-2.20563991283363,-2.3391080530606,-2.7010014154899,-3.2192391156682,-2.87173795997419,-3.24161287135096,-4.58256430694412,-6.68340935974482,-11.0498674646778
4.847,-2.38882415060276,-2.19088322131673,-2.32208295791358,-2.67854712416134,-3.19351538437535,-2.85234918112551,-3.22129193695762,-4.54287035498454,-6.62610331913262,-10.9465398307281
4.848,-2.37483411083197,-2.17631653020476,-2.30528938618301,-2.65639151867917,-3.16795369313416,-2.83317199944893,-3.20119920963005,-4.50359947030654,-6.56916763547076,-10.8439665449842
4.849,-2.36106335111139,-2.16193740103702,-2.28872408207636,-2.63453117149431,-3.14255948891354,-2.81420451268287,-3.18132872324639,-4.46474966244915,-6.51261674105224,-10.742189411886
4.85,-2.34751045722097,-2.14774343120751,-2.27238383542874,-2.61296264575057,-3.11733780148609,-2.79544481599062,-3.16167460953745,-4.4263187914253,-6.45646405549822,-10.6412456517459
4.851,-2.33417397083753,-2.13373225369226,-2.25626548174228,-2.59168249891367,-3.09229326254849,-2.77689100317973,-3.14223110431191,-4.38830457799702,-6.40072201736803,-10.5411682372089
4.852,-2.32105239388439,-2.11990153676466,-2.24036590217329,-2.57068728620326,-3.06743012449948,-2.75854116785761,-3.12299255327017,-4.35070461345833,-6.34540211621243,-10.441986210886
4.853,-2.30814419270268,-2.10624898369927,-2.22468202347107,-2.54997356383407,-3.04275227881295,-2.74039340452624,-3.10395341740237,-4.31351636894515,-6.2905149249214,-10.3437249843832
4.854,-2.29544780204512,-2.09277233246561,-2.20921081787203,-2.52953789207261,-3.01826327395569,-2.72244580961833,-3.08510827796756,-4.27673720429137,-6.23607013223037,-10.246406619119
4.855,-2.28296162889381,-2.07946935541279,-2.19394930295261,-2.50937683811512,-2.9939663328091,-2.70469648247754,-3.06645184105142,-4.24036437644977,-6.18207657526069,-10.1500500894555
4.856,-2.27068405610397,-2.06633785894594,-2.17889454144444,-2.48948697879429,-2.96986436956274,-2.68714352628503,-3.04797894170247,-4.20439504749557,-6.12854227198113,-10.0546715287699
4.857,-2.25861344587647,-2.05337568319541,-2.16404364101473,-2.46986490311929,-2.9459600060562,-2.66978504893463,-3.02968454764721,-4.16882629223059,-6.07547445348868,-9.96028445915612
4.858,-2.24674814306189,-2.04058070167948,-2.14939375401475,-2.45050721465706,-2.92225558755179,-2.65261916385894,-3.01156376258568,-4.13365510540408,-6.02287959601579,-9.86690000550138
4.859,-2.23508647830012,-2.02795082096162,-2.13494207719934,-2.4314105337598,-2.89875319792735,-2.63564399080827,-2.99361182907166,-4.09887840856775,-5.97076345258284,-9.77452709471171
4.86,-2.22362677099861,-2.01548398030256,-2.12068585141975,-2.41257149964497,-2.8754546742828,-2.61885765658461,-2.97582413098097,-4.06449305657949,-5.91913108422093,-9.68317264086403
4.861,-2.21236733215411,-2.0031781513085,-2.10662236129253,-2.39398677233433,-2.85236162095963,-2.6022582957324,-2.95819619557446,-4.03049584377219,-5.86798689070185,-9.59284171707952
4.862,-2.20130646702173,-1.99103133757572,-2.09274893484663,-2.37565303445712,-2.82947542297565,-2.58584405118853,-2.94072369516281,-3.99688350980223,-5.81733464071785,-9.50353771488968
4.863,-2.19044247763574,-1.9790415743321,-2.07906294315056,-2.35756699292371,-2.80679725887985,-2.56961307489235,-2.92340244838042,-3.96365274519048,-5.7671775014601,-9.41526249185831
4.864,-2.17977366518716,-1.96720692807654,-2.06556179992204,-2.33972538047485,-2.78432811303727,-2.55356352835855,-2.90622842107895,-3.93080019657156,-5.7175180675562,-9.3280165081995
4.865,-2.16929833226237,-1.95552549621644,-2.05224296112167,-2.32212495711269,-2.76206878735323,-2.5376935832138,-2.88919772685006,-3.89832247166282,-5.66835838932818,-9.24179895310281
4.866,-2.15901478494786,-1.94399540670396,-2.03910392453266,-2.30476251141835,-2.74001991245054,-2.52200142169912,-2.87230662718936,-3.86621614396663,-5.61970000034208,-9.15660786145063
4.867,-2.14892133480557,-1.93261481767143,-2.02614222932781,-2.28763486176147,-2.71818195831286,-2.50648523713942,-2.85555153131353,-3.8344777572177,-5.57154394422361,-9.07244022157765
4.868,-2.13901630072385,-1.92138191706638,-2.01335545562572,-2.27073885740716,-2.69655524441014,-2.49114323438169,-2.83892899564372,-3.80310382958707,-5.52389080072023,-8.98929207469429
4.869,-2.12929801064876,-1.91029492228657,-2.00074122403738,-2.25407137952456,-2.67513994932207,-2.47597363020322,-2.82243572297005,-3.77209085765439,-5.47674071099491,-8.90715860655643
4.87,-2.11976480320017,-1.89935207981548,-1.98829719520446,-2.23762934210282,-2.65393611987618,-2.46097465369143,-2.80606856131028,-3.74143532015866,-5.43009340213945,-8.82603423193801
4.871,-2.11041502917756,-1.88855166485843,-1.97602106933066,-2.22140969277826,-2.63294367981809,-2.44614454659623,-2.78982450247965,-3.71113368153803,-5.38394821090122,-8.74591267242253
4.872,-2.10124705296005,-1.87789198098001,-1.96391058570718,-2.20540941357758,-2.61216243803156,-2.43148156365663,-2.77370068038619,-3.68118239526882,-5.33830410661893,-8.66678702800538
4.873,-2.09225925380485,-1.86737135974261,-1.95196352223334,-2.1896255215817,-2.59159209632562,-2.41698397290237,-2.75769436906846,-3.6515779070125,-5.29315971336668,-8.58864984295941
4.874,-2.08345002704877,-1.85698816034685,-1.94017769493343,-2.17405506951395,-2.57123225680681,-2.40265005593207,-2.74180298049179,-3.62231665758035,-5.24851333130858,-8.51149316639466
4.875,-2.07481778521687,-1.84674076927391,-1.92855095747069,-2.15869514625717,-2.55108242885395,-2.38847810816896,-2.72602406211993,-3.59339508572438,-5.20436295726892,-8.43530860790702
4.876,-2.0663609590423,-1.83662759992988,-1.9170812006591,-2.14354287730304,-2.53114203571252,-2.37446643909483,-2.71035529427866,-3.56480963076221,-5.16070630452366,-8.36008738868859
4.877,-2.05807799840139,-1.82664709229267,-1.905766351974,-2.1285954251381,-2.51141042072603,-2.36061337246392,-2.69479448732856,-3.53655673504468,-5.11754082182324,-8.28582038844485
4.878,-2.04996737316781,-1.81679771256157,-1.89460437506229,-2.11384998956956,-2.491886853221,-2.34691724649738,-2.67933957866379,-3.50863284627365,-5.07486371165732,-8.21249818843912
4.879,-2.04202757398928,-1.80707795280935,-1.88359326925247,-2.09930380799442,-2.47257053406113,-2.33337641405887,-2.66398862955306,-3.48103441967628,-5.03267194777185,-8.14011111095973
4.88,-2.03425711299069,-1.79748633063761,-1.87273106906568,-2.08495415561543,-2.45346060088758,-2.31998924281299,-2.64873982184044,-3.45375792004432,-4.99096229195466,-8.06864925549062
4.881,-2.0266545244067,-1.7880213888351,-1.86201584372801,-2.07079834560702,-2.43455613305972,-2.30675411536675,-2.63359145452142,-3.42679982364376,-4.94973131010199,-7.99810253183568
4.882,-2.0192183651473,-1.77868169503945,-1.85144569668461,-2.05683372923421,-2.41585615631159,-2.2936694293952,-2.61854194021075,-3.40015662000194,-4.90897538758261,-7.92846069043809
4.883,-2.01194721529909,-1.76946584140206,-1.84101876511614,-2.04305769592737,-2.39735964713815,-2.28073359775199,-2.6035898015175,-3.37382481357757,-4.86869074391551,-7.85971335011098
4.884,-2.00483967856566,-1.76037244425684,-1.83073321945803,-2.02946767331568,-2.37906553692529,-2.26794504856551,-2.58873366734283,-3.34780092532011,-4.82887344677883,-7.7918500233829
4.885,-1.99789438264944,-1.75140014379237,-1.82058726292292,-2.01606112722217,-2.36097271583668,-2.25530222532148,-2.57397226911513,-3.32208149412366,-4.78951942536718,-7.72486013964639
4.886,-1.99110997957788,-1.74254760372783,-1.81057913102666,-2.0028355616225,-2.34308003647006,-2.24280358693264,-2.55930443697666,-3.29666307818051,-4.75062448311561,-7.65873306628059
4.887,-1.98448514597639,-1.73381351099288,-1.80070709111813,-1.98978851857028,-2.32538631729531,-2.23044760779606,-2.54472909593568,-3.27154225623987,-4.71218430980877,-7.59345812791037
4.888,-1.97801858329035,-1.72519657541129,-1.79096944191335,-1.97691757809091,-2.3078903458857,-2.21823277783897,-2.53024526199688,-3.24671562877613,-4.67419449309386,-7.52902462394583
4.889,-1.9717090179585,-1.71669552938863,-1.781364513034,-1.96422035804644,-2.29059088195358,-2.20615760255355,-2.51585203828284,-3.22217981907133,-4.63665052941589,-7.46542184454356
4.89,-1.96555520153958,-1.708309127604,-1.77189066455068,-1.95169451397362,-2.27348666020106,-2.19422060302124,-2.50154861115834,-3.19793147421659,-4.59954783439472,-7.40263908510952
4.891,-1.95955591079443,-1.70003614670586,-1.76254628653117,-1.93933773889647,-2.25657639299569,-2.18242031592734,-2.48733424636854,-3.17396726603616,-4.56288175266211,-7.34066565946478
4.892,-1.95370994772502,-1.69187538501194,-1.75332979859373,-1.92714776311627,-2.23985877288081,-2.17075529356607,-2.47320828520172,-3.15028389193833,-4.52664756717755,-7.27949091177665
4.893,-1.94801613957233,-1.68382566221337,-1.74423964946584,-1.91512235397996,-2.22333247492974,-2.15922410383696,-2.45917014068637,-3.12687807569699,-4.49084050804205,-7.21910422735663
4.894,-1.94247333877452,-1.67588581908315,-1.7352743165485,-1.90325931562922,-2.20699615895268,-2.14782533023309,-2.44521929383201,-3.10374656816777,-4.4554557608282,-7.15949504241583
4.895,-1.93708042288674,-1.66805471718859,-1.72643230548589,-1.89155648873118,-2.19084847156388,-2.13655757182099,-2.4313552899215,-3.08088614794123,-4.4204884744435,-7.10065285285981
4.896,-1.93183629446396,-1.66033123860824,-1.71771214974114,-1.88001175019319,-2.17488804811793,-2.12541944321372,-2.41757773486359,-3.05829362193759,-4.38593376854687,-7.04256722220262
4.897,-1.92673988090799,-1.65271428565309,-1.70911241017773,-1.86862301286226,-2.1591135145218,-2.11440957453651,-2.40388629161205,-3.03596582594557,-4.35178674053452,-6.98522778866874
4.898,-1.92179013427966,-1.64520278059189,-1.70063167464693,-1.85738822521116,-2.14352348893005,-2.10352661138616,-2.39028067665834,-3.01389962510801,-4.31804247211289,-6.92862427155152
4.899,-1.91698603107721,-1.637795665381,-1.69226855758136,-1.8463053710121,-2.12811658332982,-2.09276921478402,-2.37676065660315,-2.99209191435787,-4.28469603547584,-6.87274647688593
4.9,-1.91232657198165,-1.63049190139843,-1.68402169959452,-1.83537246899928,-2.11289140502187,-2.08213606112337,-2.36332604481246,-2.97053961880671,-4.25174249910225,-6.81758430249261
4.901,-1.90781078156986,-1.62329046918215,-1.67588976708663,-1.82458757252176,-2.09784655800378,-2.07162584211124,-2.34997669816225,-2.9492396940885,-4.21917693319053,-6.76312774244495
4.902,-1.903437707996,-1.61619036817276,-1.66787145185653,-1.81394876918734,-2.08298064426078,-2.06123726470517,-2.33671251387605,-2.92818912666113,-4.18699441474546,-6.70936689100581
4.903,-1.89920642264195,-1.60919061646051,-1.65996547071997,-1.8034541804987,-2.06829226496974,-2.0509690510452,-2.32353342645863,-2.90738493406811,-4.15519003233302,-6.65629194607819
4.904,-1.89511601973688,-1.60229025053646,-1.65217056513405,-1.79310196148273,-2.05378002162141,-2.04081993838139,-2.31043940472872,-2.88682416516251,-4.12375889051799,-6.60389321220929
4.905,-1.89116561594664,-1.59548832504805,-1.64448550082802,-1.78289030031398,-2.03944251706542,-2.03078867899714,-2.29743044895296,-2.86650390029534,-4.0926961139986,-6.55216110318619
4.906,-1.887354349933,-1.58878391255884,-1.63690906744029,-1.772817417933,-2.02527835648298,-2.0208740401287,-2.28450658808287,-2.84642125147042,-4.06199685145246,-6.5010861442559
4.907,-1.88368138188301,-1.58217610331253,-1.62944007816184,-1.76288156766056,-2.01128614829115,-2.01107480388102,-2.27166787709647,-2.82657336246772,-4.03165627910742,-6.45065897400347
4.908,-1.88014589300846,-1.57566400500118,-1.62207736938575,-1.75308103480814,-1.99746450498303,-2.00138976714027,-2.25891439444494,-2.80695740893676,-4.00166960405008,-6.40087034591355
4.909,-1.8767470850156,-1.56924674253759,-1.61481980036309,-1.74341413628585,-1.98381204390735,-1.99181774148314,-2.24624623960522,-2.787570598462,-3.97203206728501,-6.35171112964653
4.91,-1.87348417954494,-1.56292345783194,-1.60766625286512,-1.73387922020833,-1.97032738799159,-1.98235755308358,-2.23366353073859,-2.76841017060221,-3.9427389465573,-6.30317231205065
4.911,-1.87035641758091,-1.55669330957246,-1.60061563085152,-1.72447466549859,-1.95700916641121,-1.97300804261645,-2.22116640245455,-2.74947339690439,-3.91378555894877,-6.25524499793423
4.912,-1.86736305883138,-1.55055547301027,-1.59366686014498,-1.71519888149165,-1.94385601520909,-1.96376806515907,-2.20875500368001,-2.73075758089501,-3.88516726326127,-6.20792041061784
4.913,-1.86450338107656,-1.54450913974831,-1.58681888811183,-1.70605030753716,-1.93086657786745,-1.95463649009041,-2.19642949563229,-2.71226005804905,-3.85687946219642,-6.16118989228809
4.914,-1.86177667948697,-1.53855351753431,-1.58007068334889,-1.69702741260253,-1.91803950583565,-1.94561220098826,-2.18419004989524,-2.69397819573862,-3.82891760434315,-6.11504490416763
4.915,-1.85918226591016,-1.53268783005776,-1.57342123537626,-1.68812869487649,-1.90537345901606,-1.93669409552458,-2.17203684659648,-2.67590939316236,-3.80127718598269,-6.0694770265199
4.916,-1.85671946812556,-1.52691131675086,-1.56686955433625,-1.67935268137352,-1.892867106211,-1.92788108535905,-2.15997007268463,-2.65805108125677,-3.77395375272127,-6.02447795850341
4.917,-1.85438762906715,-1.52122323259348,-1.56041467069823,-1.67069792753993,-1.8805191255328,-1.91917209603124,-2.14798992030432,-2.64040072259087,-3.74694290095943,-5.98003951788848
4.918,-1.8521861060131,-1.51562284792196,-1.55405563496943,-1.66216301686158,-1.8683282047793,-1.91056606685143,-2.13609658526673,-2.62295581124491,-3.72024027920699,-5.93615364065067
4.919,-1.85011426974201,-1.51010944824182,-1.54779151741158,-1.65374656047366,-1.85629304177709,-1.90206195079004,-2.12429026561393,-2.6057138726746,-3.69384158925245,-5.89281238045109
4.92,-1.84817150365504,-1.50468233404435,-1.54162140776344,-1.6454471967731,-1.84441234469425,-1.89365871436637,-2.11257116027434,-2.58867246356165,-3.6677425871949,-5.85000790801628
4.921,-1.84635720286306,-1.49934082062689,-1.53554441496898,-1.63726359103347,-1.83268483232447,-1.88535533753589,-2.10093946780651,-2.57182917165131,-3.64193908434603,-5.80773251042568
4.922,-1.8446707732383,-1.49408423791701,-1.52955966691133,-1.6291944350231,-1.82110923434461,-1.87715081357729,-2.08939538522924,-2.55518161557848,-3.61642694801038,-5.7659785903175
4.923,-1.84311163042973,-1.48891193030032,-1.52366631015245,-1.6212384466263,-1.80968429154704,-1.8690441489785,-2.07793910693501,-2.53872744468261,-3.59120210215053,-5.7247386650208
4.924,-1.8416791988412,-1.483823256452,-1.51786350967813,-1.61339436946807,-1.79840875604843,-1.86103436332228,-2.06657082368379,-2.52246433881238,-3.56626052794405,-5.68400536562126
4.925,-1.8403729105718,-1.47881758917197,-1.51215044864879,-1.60566097254251,-1.78728139147656,-1.85312048917133,-2.05529072167475,-2.50639000812113,-3.54159826423908,-5.64377143596849
4.926,-1.83919220431747,-1.4738943152237,-1.5065263281556,-1.59803704984517,-1.7763009731366,-1.84530157195323,-2.04409898169309,-2.4905021928537,-3.51721140791488,-5.60402973163152
4.927,-1.8381365242331,-1.46905283517648,-1.50099036698191,-1.59052142000919,-1.76546628815773,-1.8375766698448,-2.03299577832857,-2.47479866312491,-3.4930961141524,-5.56477321880687
4.928,-1.83720531875429,-1.46429256325136,-1.49554180137014,-1.58311292594589,-1.75477613562196,-1.82994485365677,-2.02198127926338,-2.45927721869119,-3.46924859662182,-5.52599497318763
4.929,-1.83639803937812,-1.45961292717044,-1.49017988479388,-1.5758104344895,-1.74422932667587,-1.82240520671801,-2.01105564462647,-2.44393568871517,-3.4456651275915,-5.4876881787962
4.93,-1.83571413940188,-1.45501336800969,-1.48490388773511,-1.56861283604641,-1.73382468462656,-1.81495682475999,-2.00021902641112,-2.42877193152431,-3.42234203796389,-5.44984612678653
4.931,-1.83515307261935,-1.45049334005516,-1.47971309746669,-1.56151904424891,-1.72356104502267,-1.80759881580137,-1.98947156795316,-2.41378383436398,-3.39927571724321,-5.41246221421988
4.932,-1.83471429197355,-1.44605231066247,-1.4746068178397,-1.55452799561366,-1.71343725572173,-1.80033030003274,-1.97881340346693,-2.39896931314542,-3.37646261343951,-5.37552994281837
4.933,-1.83439724816567,-1.44168976011975,-1.46958436907601,-1.54763864920474,-1.70345217694444,-1.79315040970159,-1.96824465763643,-2.38432631218932,-3.35389923291355,-5.3390429176992
4.934,-1.83420138821922,-1.43740518151371,-1.46464508756554,-1.54084998630165,-1.6936046813169,-1.78605828899765,-1.95776544525846,-2.36985280396516,-3.33158214016666,-5.30299484609394
4.935,-1.83412615399916,-1.43319808059906,-1.45978832566854,-1.53416101007205,-1.68389365390155,-1.77905309393868,-1.94737587093544,-2.35554678882706,-3.30950795757948,-5.26737953605486
4.936,-1.83417098068524,-1.42906797567109,-1.45501345152263,-1.52757074524949,-1.67431799221777,-1.77213399225671,-1.93707602881534,-2.34140629474656,-3.28767336510376,-5.23219089515191
4.937,-1.8343352951995,-1.42501439744135,-1.45031984885444,-1.52107823781601,-1.66487660625237,-1.76530016328467,-1.92686600237563,-2.32742937704223,-3.26607509990983,-5.19742292916217
4.938,-1.83461851458732,-1.42103688891649,-1.44570691679612,-1.51468255468979,-1.65556841846126,-1.75855079784373,-1.91674586424952,-2.31361411810737,-3.24470995599448,-5.16306974075471
4.939,-1.83502004435208,-1.41713500528021,-1.44117406970623,-1.50838278341772,-1.64639236376249,-1.75188509813131,-1.90671567609137,-2.29995862713529,-3.22357478375114,-5.12912552817257
