"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='16mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='17mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='18mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='19mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='20mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='21mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='22mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='23mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='24mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
2.809,-1.52897524890995,-1.25237029669406,-0.760341719163399,-0.835384617173668,-0.738112670475687,-0.739910569978034,-0.734859298620476,-0.826684663084068,-0.912717487441138,-0.984473208492806
2.81,-1.54419170172124,-1.26597173919485,-0.76850207603991,-0.842291599871153,-0.743481011520648,-0.745328021062786,-0.740542298054836,-0.833043807230797,-0.919947332054848,-0.991807322052519
2.811,-1.55954433050166,-1.27982107843123,-0.776964064609737,-0.849333064767582,-0.748947196524547,-0.750839999887246,-0.74632588444097,-0.839512125953476,-0.92730283126463,-0.999267937149762
2.812,-1.57502138831488,-1.29391830956329,-0.785736440165943,-0.856511205895641,-0.754512919154259,-0.756448224146786,-0.752211839605827,-0.846091695913049,-0.934786400983919,-1.00685753791955
2.813,-1.59061032137908,-1.30826312969707,-0.794828136886111,-0.863828251631533,-0.760179909209662,-0.762154448593869,-0.75820198164646,-0.85278463864329,-0.942400508176506,-1.01457866249489
2.814,-1.60629774948773,-1.32285491642571,-0.804248261185503,-0.871286464472036,-0.765949933206938,-0.767960465702769,-0.764298165522257,-0.859593121389757,-0.950147671685232,-1.02243390390852
2.815,-1.622069448935,-1.33769270558435,-0.814006083639547,-0.878888140742003,-0.771824794957475,-0.77386810633604,-0.770502283642488,-0.866519357949158,-0.95803046304711,-1.0304259109794
2.816,-1.63791033831645,-1.35277516824376,-0.82411102933091,-0.886635610227033,-0.777806336141131,-0.77987924041186,-0.776816266447998,-0.873565609507757,-0.966051507292149,-1.03855738918094
2.817,-1.65380446759072,-1.36810058697494,-0.834572666465896,-0.894531235725181,-0.783896436872161,-0.78599577757091,-0.783242082985185,-0.880734185476837,-0.974213483722345,-1.04683110148681
2.818,-1.6697350108012,-1.38366683142606,-0.845400693094626,-0.902577412511522,-0.790097016256214,-0.792219667841625,-0.789781741470633,-0.888027444323426,-0.982519126667403,-1.05524986919043
2.819,-1.68568426286613,-1.3994713332622,-0.856604921758667,-0.910776567708863,-0.796410032936518,-0.79855290230232,-0.796437289844484,-0.895447794394081,-0.990971226213232,-1.06381657269333
2.82,-1.70163364085133,-1.41551106052897,-0.868195261879227,-0.919131159557576,-0.802837485627334,-0.80499751373876,-0.803210816310505,-0.902997694729474,-0.99957262889897,-1.0725341522578
2.821,-1.71756369014062,-1.43178249151201,-0.880181699688115,-0.927643676576996,-0.809381413632465,-0.811555577295431,-0.810104449860589,-0.910679655867172,-1.00832623837799,-1.08140560871814
2.822,-1.73345409591492,-1.44828158817669,-0.892574275493667,-0.936316636610577,-0.816043897346614,-0.818229211118761,-0.817120360781397,-0.918496240629971,-1.0172350160379,-1.09043400414488
2.823,-1.74928370034,-1.46500376928445,-0.905383058063281,-0.945152585746176,-0.82282705873694,-0.825020576990215,-0.824260761140313,-0.926450064896526,-1.02630198157397,-1.09962246245559
2.824,-1.76503052584687,-1.48194388329719,-0.918618115895446,-0.954154097102888,-0.829733061802319,-0.831931880947311,-0.831527905248212,-0.934543798351325,-1.03553021351048,-1.10897416996538
2.825,-1.78067180486357,-1.49909618119399,-0.932289485145102,-0.963323769474796,-0.836764113007202,-0.838965373890014,-0.838924090095745,-0.942780165210138,-1.0449228496633,-1.11849237586971
2.826,-1.79618401632551,-1.51645428934102,-0.946407133959301,-0.97266422582184,-0.843922461687099,-0.846123352170175,-0.846451655760011,-0.951161944917254,-1.05448308753704,-1.12818039265138
2.827,-1.81154292925109,-1.53401118257057,-0.96098092297413,-0.982178111597416,-0.851210400422231,-0.853408158161174,-0.854112985778094,-0.959691972810205,-1.06421418464944,-1.13804159640315
2.828,-1.82672365362029,-1.55175915764176,-0.976020561720127,-0.991868092901575,-0.858630265375797,-0.860822180804919,-0.861910507483631,-0.968373140747507,-1.07411945877495,-1.14807942705634
2.829,-1.84170069873582,-1.56968980727234,-0.991535560681834,-1.00173685444825,-0.866184436592857,-0.868367856132894,-0.869846692302355,-0.977208397694344,-1.08420228809883,-1.15829738850548
2.83,-1.85644803918027,-1.58779399494851,-1.00753517875897,-1.0117870973345,-0.873875338255845,-0.876047667758027,-0.877924056002307,-0.986200750261083,-1.09446611127285,-1.16869904861795
2.831,-1.8709391884063,-1.60606183073618,-1.0240283658808,-1.02202153659861,-0.881705438891977,-0.883864147333406,-0.886145158893843,-0.995353263188555,-1.10491442736218,-1.17928803911676
2.832,-1.88514727991397,-1.62448264833544,-1.04102370053505,-1.032442898554,-0.889677251528007,-0.891819874974118,-0.894512605974651,-1.00466905977417,-1.11555079567319,-1.19006805532387
2.833,-1.89904515587704,-1.64304498363593,-1.05852932198581,-1.04305391788449,-0.897793333786982,-0.899917479637753,-0.903029047014096,-1.01415132223196,-1.12637883545037,-1.20104285575027
2.834,-1.91260546298168,-1.66173655504789,-1.07655285697418,-1.05385733448643,-0.90605628792161,-0.908159639459002,-0.91169717657132,-1.02380329197932,-1.1374022254303,-1.21221626151821
2.835,-1.92580075513683,-1.68054424589867,-1.09510134072081,-1.06485589004206,-0.91446876077826,-0.9165490820334,-0.920519733940729,-1.03362826984272,-1.14862470323907,-1.22359215559968
2.836,-1.93860360260662,-1.69945408919914,-1.11418113208204,-1.07605232430805,-0.923033443685346,-0.92508858464484,-0.929499503018323,-1.04362961617393,-1.16005006461934,-1.23517448185431
2.837,-1.95098670700393,-1.718451255097,-1.13379782275174,-1.08744937110246,-0.931753072259307,-0.933780974431162,-0.938639312081701,-1.05381075086765,-1.17168216247158,-1.24696724384849
2.838,-1.96292302147197,-1.73752004134476,-1.15395614045041,-1.09904975397248,-0.94063042612109,-0.942629128481707,-0.947942033476239,-1.06417515327109,-1.1835249056934,-1.25897450343634
2.839,-1.97438587526987,-1.75664386711828,-1.17465984610204,-1.11085618152481,-0.949668328515252,-0.951635973860101,-0.957410583199151,-1.0747263619746,-1.19558225779933,-1.27120037908152
2.84,-1.98534910187136,-1.7758052705282,-1.19591162506957,-1.12287134239979,-0.958869645823757,-0.960804487545455,-0.96704792037301,-1.08546797447272,-1.20785823530288,-1.28364904389802
2.841,-1.99578716958434,-1.79498591016744,-1.21771297260047,-1.13509789986969,-0.968237286965525,-0.970137696284203,-0.976857046599271,-1.09640364668314,-1.22035690584062,-1.29632472338592
2.842,-2.0056753136071,-1.81416657103799,-1.24006407372827,-1.14753848604094,-0.977774202672598,-0.979638676344645,-0.986841005182181,-1.10753709231103,-1.23308238601757,-1.30923169283698
2.843,-2.01498966835576,-1.83332717519323,-1.262963677982,-1.16019569563939,-0.987483384632954,-0.989310553165489,-0.997002880212337,-1.11887208204483,-1.24603883895102,-1.32237427438306
2.844,-2.02370739883043,-1.85244679742249,-1.28640896937598,-1.17307207935729,-0.997367864489507,-0.999156500889251,-1.00734579549905,-1.13041244256882,-1.25923047148915,-1.3357568336589
2.845,-2.03180682973614,-1.87150368628856,-1.31039543228568,-1.18617013673962,-1.00743071268411,-1.00917974177054,-1.01787291333934,-1.14216205537661,-1.27266153107886,-1.34938377604854
2.846,-2.03926757104205,-1.89047529080819,-1.33491671396332,-1.19949230858782,-1.01767503713482,-1.01938354544891,-1.02858743311126,-1.154124855369,-1.2863363022559,-1.36325954248359
2.847,-2.04607063864888,-1.90933829303804,-1.35996448460662,-1.21304096885721,-1.02810398173364,-1.02977122807494,-1.03949258967796,-1.16630482921789,-1.30025910272844,-1.37738860475856
2.848,-2.05219856884373,-1.92806864679665,-1.38552829606874,-1.22681841602549,-1.03872072465175,-1.04034615127767,-1.05059165158845,-1.17870601347744,-1.31443427902427,-1.39177546032778
2.849,-2.05763552525159,-1.94664162271213,-1.41159544047984,-1.24082686390809,-1.04952847643788,-1.05111172096087,-1.06188791905998,-1.19133249242196,-1.32886620166901,-1.4064246265453
2.85,-2.06236739704684,-1.9650318597404,-1.43815081024575,-1.25506843189703,-1.06053047789504,-1.06207138591436,-1.07338472172611,-1.20418839558887,-1.34355925986199,-1.42134063430774
2.851,-2.06638188726413,-1.98321342324594,-1.46517676108823,-1.26954513459911,-1.07172999771987,-1.07322863622644,-1.08508541613377,-1.21727789500375,-1.35851785561379,-1.43652802105787
2.852,-2.06966859014599,-2.00115986967822,-1.49265297999532,-1.28425887084982,-1.08313032988803,-1.08458700148189,-1.09699338297134,-1.23060520206287,-1.37374639730815,-1.45199132310439
2.853,-2.07221905658339,-2.01884431781248,-1.52055636015246,-1.29921141207944,-1.09473479076796,-1.0961500487297,-1.10911202400918,-1.24417456404744,-1.38924929264871,-1.46773506721159
2.854,-2.07402684684247,-2.03623952645288,-1.54886088512249,-1.31440439000829,-1.10654671594484,-1.10792138020337,-1.12144475873283,-1.25799026024215,-1.40503094094942,-1.48376376141035
2.855,-2.07508756992405,-2.0533179784205,-1.5775375247263,-1.32983928364833,-1.11856945673501,-1.1199046307756,-1.13399502064785,-1.27205659762846,-1.42109572472497,-1.50008188497965
2.856,-2.07539890906934,-2.07005197056949,-1.6065541452452,-1.34551740559008,-1.13080637637083,-1.13210346512851,-1.14676625323472,-1.2863779061226,-1.43744800053668,-1.5166938775464
2.857,-2.07496063310154,-2.08641370949153,-1.63587543670491,-1.36143988755386,-1.14326084583425,-1.14452157461908,-1.15976190553063,-1.30095853332535,-1.45409208904638,-1.53360412724893
2.858,-2.07377459347594,-2.10237541248349,-1.66546286010931,-1.37760766518656,-1.15593623931694,-1.1571626738185,-1.17298542731408,-1.31580283874959,-1.47103226422966,-1.55081695790803
2.859,-2.07184470709617,-2.11790941326817,-1.69527461755684,-1.39402146208647,-1.16883592928337,-1.17003049670313,-1.18644026386709,-1.33091518748976,-1.4882727416978,-1.56833661514791
2.86,-2.06917692513817,-2.13298827187191,-1.7252656481844,-1.41068177304113,-1.18196328111258,-1.18312879247345,-1.20012985028874,-1.3462999432954,-1.50581766607648,-1.58616725140799
2.861,-2.06577918830174,-2.14758488798057,-1.7553876528356,-1.42758884646501,-1.19532164729277,-1.19646132097611,-1.21405760533225,-1.36196146100918,-1.52367109738713,-1.60431290978528
2.862,-2.06166136907917,-2.16167261701596,-1.78558915023316,-1.44474266602767,-1.20891436114253,-1.21003184770324,-1.22822692473736,-1.3779040783282,-1.54183699637641,-1.62277750664683
2.863,-2.05683520178743,-2.17522538810128,-1.8158155672382,-1.46214293146542,-1.22274473003086,-1.22384413834161,-1.24264117402787,-1.39413210684505,-1.56031920873744,-1.64156481295069
2.864,-2.05131420125211,-2.188217823018,-1.84600936549999,-1.47978903857408,-1.23681602806753,-1.23790195284313,-1.25730368074359,-1.41064982232384,-1.57912144816601,-1.66067843421451
2.865,-2.04511357115544,-2.20062535519963,-1.87611020642884,-1.4976800583846,-1.25113148823414,-1.25220903898706,-1.2722177260749,-1.4274614541643,-1.59824727819436,-1.68012178907145
2.866,-2.03825010316401,-2.212424347761,-1.90605515596182,-1.51581471552826,-1.26569429392555,-1.2667691254027,-1.28738653586683,-1.44457117400548,-1.61770009274517,-1.69989808635439
2.867,-2.03074206803474,-2.22359220952806,-1.93577893003466,-1.53419136580382,-1.28050756987012,-1.28158591402035,-1.30281327095872,-1.4619830834189,-1.63748309534839,-1.72001030065119
2.868,-2.02260909995749,-2.23410750801206,-1.96521418102761,-1.55280797296551,-1.29557437239686,-1.29666307191697,-1.31850101682499,-1.47970120063962,-1.65759927696495,-1.7404611462775
2.869,-2.01387207543058,-2.24395007826648,-1.99429182472366,-1.5716620847574,-1.31089767901655,-1.31200422252189,-1.33445277248118,-1.49772944628216,-1.6780513923623,-1.76125304961641
2.87,-2.00455298798016,-2.25310112657456,-2.02294140651735,-1.59075080822791,-1.32648037728351,-1.32761293614666,-1.35067143861954,-1.51607162798734,-1.69884193498957,-1.78238811978044
2.871,-1.99467482002925,-2.26154332794103,-2.05109150475453,-1.61007078436619,-1.34232525290412,-1.34349271980202,-1.36715980493716,-1.53473142394468,-1.71997311030227,-1.80386811755637
2.872,-1.98426141319496,-2.26926091640358,-2.07867016818955,-1.62961816211225,-1.35843497705797,-1.35964700626424,-1.38392053662025,-1.55371236523502,-1.74144680749138,-1.8256944226022
2.873,-1.97333733824819,-2.27623976723798,-2.10560538363858,-1.64938857180226,-1.37481209289756,-1.37607914235181,-1.40095615994727,-1.57301781693698,-1.76326456957578,-1.84786799887398
2.874,-1.96192776590882,-2.2824674702039,-2.13182556901265,-1.66937709812183,-1.39145900119223,-1.39279237637309,-1.41826904697433,-1.59265095794146,-1.7854275618233,-1.8703893582712
2.875,-1.95005833957392,-2.28793339306717,-2.15726008606382,-1.68957825265225,-1.40837794508281,-1.40978984470456,-1.43586139926667,-1.61261475941864,-1.80793653847327,-1.89325852250261
2.876,-1.93775505098946,-2.29262873473532,-2.18183976639992,-1.70998594610718,-1.42557099391385,-1.42707455745939,-1.45373523064056,-1.63291196188303,-1.83079180774193,-1.9164749831888
2.877,-1.92504411977946,-2.29654656745637,-2.20549744365296,-1.73059346037115,-1.44304002611117,-1.44464938320516,-1.47189234888143,-1.65354505080354,-1.85399319510228,-1.9400376602348
2.878,-1.91195187764369,-2.29968186765365,-2.22816848415165,-1.75139342046624,-1.4607867110744,-1.46251703269053,-1.49033433640555,-1.67451623070846,-1.87754000484265,-1.96394485852593
2.879,-1.89850465792736,-2.30203153509933,-2.24979130807774,-1.77237776658794,-1.47881249005511,-1.48068004154014,-1.50906252983454,-1.69582739773744,-1.9014309799213,-1.98819422302169
2.88,-1.88472869115707,-2.30359440026467,-2.27030789290342,-1.79353772636823,-1.49711855599398,-1.4991407518784,-1.52807799845483,-1.71748011059727,-1.92566426015106,-2.01278269234725
2.881,-1.8706500070278,-2.30437121982237,-2.28966425092919,-1.8148637875402,-1.51570583229305,-1.51790129284352,-1.54738152153707,-1.73947555988294,-1.95023733876581,-2.03770645101017
2.882,-1.85629434321928,-2.30436466041401,-2.30781087297919,-1.83634567119648,-1.53457495050218,-1.53696355995511,-1.56697356449486,-1.76181453573149,-1.9751470174412,-2.06296088040006
2.883,-1.8416870613159,-2.30357927093018,-2.32470313076661,-1.85797230585123,-1.5537262269031,-1.55632919330005,-1.58685425386608,-1.78449739378342,-2.00038935986478,-2.08854050876295
2.884,-1.82685307000715,-2.30202144368028,-2.34030163110945,-1.8797318025342,-1.57315963797878,-1.57599955450486,-1.60702335110632,-1.80752401943536,-2.02595964397672,-2.11443896037905
2.885,-1.81181675565345,-2.29969936495111,-2.35457251603854,-1.90161143116339,-1.59287479476141,-1.5959757024651,-1.62748022518946,-1.83089379037745,-2.05185231303006,-2.1406489042122
2.886,-1.79660192021796,-2.29662295556522,-2.36748770387664,-1.92359759846162,-1.61287091605856,-1.61625836780715,-1.64822382401823,-1.85460553742116,-2.07806092565115,-2.16716200234335
2.887,-1.78123172648894,-2.2928038021507,-2.37902506754169,-1.94567582769964,-1.63314680056365,-1.63684792606168,-1.66925264465545,-1.87865750363595,-2.10457810511425,-2.19396885854508
2.888,-1.76572865044897,-2.28825507992162,-2.38916854760801,-1.96783074056675,-1.65370079786575,-1.65774436953417,-1.69056470239654,-1.90304730183003,-2.13139548808188,-2.2210589674048
2.889,-1.75011444058788,-2.28299146784126,-2.39790819899849,-1.99004604148559,-1.67453077838214,-1.67894727786437,-1.7121574987139,-1.92777187042656,-2.1585036731018,-2.24842066445432
2.89,-1.73441008390613,-2.27702905709834,-2.40524017153825,-2.01230450470337,-1.69563410224732,-1.70045578727355,-1.73402798811621,-1.95282742780728,-2.18589216919407,-2.27604107781744
2.891,-1.71863577831221,-2.27038525386885,-2.41116662592894,-2.0345879645053,-1.71700758720375,-1.7222685585078,-1.75617254397841,-1.97820942521748,-2.21354934490696,-2.30390608194233
2.892,-1.70281091108396,-2.26307867736254,-2.41569558796074,-2.05687730890743,-1.73864747555203,-1.74438374349498,-1.77858692341332,-2.00391249835053,-2.24146237826798,-2.33200025404117
2.893,-1.68695404303722,-2.2551290541646,-2.4188407449274,-2.07915247719467,-1.76054940023159,-1.76679895074372,-1.80126623127118,-2.02993041775734,-2.26961720810541,-2.36030683391503
2.894,-1.67108289802544,-2.24655710987904,-2.42062118921465,-2.10139246167638,-1.78270835011904,-1.78951120952642,-1.82420488337222,-2.05625603825617,-2.29799848726771,-2.38880768789786
2.895,-1.65521435738208,-2.23738445906311,-2.42106111486881,-2.12357531403308,-1.80511863464664,-1.8125169329007,-1.84739656909518,-2.08288124755003,-2.32658953831939,-2.417483277705
2.896,-1.63936445890985,-2.22763349441108,-2.42018947360112,-2.14567815662723,-1.82777384786217,-1.83581187964023,-1.87083421346669,-2.10979691429459,-2.35537231234516,-2.44631263502198
2.897,-1.62354840002048,-2.21732727610423,-2.41803959713516,-2.16767719914367,-1.85066683207014,-1.85939111516251,-1.89450993891819,-2.13699283589691,-2.38432735154589,-2.47527334271336
2.898,-1.60778054463164,-2.20648942219139,-2.41464879305767,-2.18954776091442,-1.87378964121497,-1.88324897155969,-1.91841502690096,-2.16445768636584,-2.41343375636054,-2.50434152356894
2.899,-1.59207443343502,-2.19514400080414,-2.41005792139321,-2.2112642992653,-1.89713350418908,-1.90737900685939,-1.94253987957596,-2.19217896457804,-2.4426691578965,-2.53349183753453
